processed_file,source_file,legacy_shift_id,display_name,scientific_class,scientific_class_definition,retained_use_class,reporting_family,shift_kind,interpretation,center_offset_fraction,width_multiplier,reference_full_scale_counts,relative_count_fraction,synthetic_full_scale_count_budget,gaussian_kernel_size,gaussian_sigma_pixels,before_minmax_mae_stored_units,before_minmax_nmae,before_minmax_rmse_stored_units,before_minmax_nrmse,before_minmax_changed_pixel_fraction,after_minmax_mae_uint8_units,after_minmax_nmae,after_minmax_rmse_uint8_units,after_minmax_nrmse,after_minmax_changed_pixel_fraction,minmax_mae_residual_ratio,minmax_cancellation_fraction,after_minmax_exact_pixel_identity
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,voi_center_lower,DICOM LINEAR center -15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,-0.15,1.0,,,,,,37.130511474609364,0.14560984892003673,37.44063357171707,0.14682601400673362,0.9994974136352539,22.275856018066406,0.08735629811006433,24.535567332569563,0.09621791110811594,0.991978645324707,0.5999339931877617,0.40006600681223825,False
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,voi_center_higher,DICOM LINEAR center +15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.15,1.0,,,,,,36.00613784790038,0.1412005405800015,36.97411401291998,0.14499652554086268,0.9979429244995117,18.631749153137207,0.07306568295347925,21.115590748202354,0.08280623822824452,0.9971351623535156,0.5174603627815549,0.48253963721844506,False
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,voi_width_narrow,DICOM LINEAR width x0.75,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,0.75,,,,,,14.845303735183796,0.05821687739287763,17.109323774135206,0.06709538734954983,0.9974403381347656,14.920989990234375,0.05851368623621324,17.161227200871068,0.06729893019949439,0.9895429611206055,1.0050983298422653,-0.005098329842265326,False
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,voi_width_wide,DICOM LINEAR width x1.25,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,1.25,,,,,,10.98370992726293,0.0430733722637762,12.875684036953086,0.050492878576286614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,poisson_dose_50pct,Poisson-like noise at relative count budget 0.50,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.5,2048.0,,,3.1084004654549062,0.012189805746881985,4.075086579697976,0.0159807316850901,0.9976844787597656,3.097794532775879,0.012148213854023055,4.085702338663292,0.016022362112405066,0.8707599639892578,0.9965879773867956,0.0034120226132043907,False
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,poisson_dose_25pct,Poisson-like noise at relative count budget 0.25,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.25,1024.0,,,4.40027897618711,0.01725599598504749,5.767417086704164,0.02261732190864378,0.9976749420166016,4.393566131591797,0.017229671104281558,5.775408128460963,0.022648659327297895,0.906498908996582,0.9984744502265331,0.001525549773466861,False
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,poisson_dose_12p5pct,Poisson-like noise at relative count budget 0.125,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.125,512.0,,,6.212250001728535,0.02436176471266092,8.134351536768195,0.031899417791247824,0.9976730346679688,6.218221664428711,0.02438518299775965,8.152844415927026,0.03197193888598834,0.9337301254272461,1.000961272115339,-0.0009612721153389181,False
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,gaussian_kernel_3,"Gaussian blur 3x3, sigma 0.5 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,3,0.5,0.39827952924511867,0.0015618805068436025,1.2111258701243095,0.004749513216173762,0.99798583984375,0.29889392852783203,0.0011721330530503216,1.2225450946627232,0.0047942944888734245,0.2048807144165039,0.7504626941142125,0.24953730588578749,False
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,gaussian_kernel_5,"Gaussian blur 5x5, sigma 1.0 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,5,1.0,1.2305576020498277,0.004825716086469913,3.821872941811164,0.014987737026710447,0.9755067825317383,1.7986745834350586,0.007053625817392386,4.004565613581454,0.015704178876790015,0.8044776916503906,1.461674431525089,-0.4616744315250889,False
0324368b-3c2f-464a-8b1a-f72113718c38.png,0324368b-3c2f-464a-8b1a-f72113718c38.dcm,gaussian_kernel_9,"Gaussian blur 9x9, sigma 2.0 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,9,2.0,2.358607392483726,0.009249440754838141,7.104217515245056,0.027859676530372766,0.9821300506591797,3.550661087036133,0.013924161125631893,7.476108262185935,0.029318071616415434,0.9156866073608398,1.5054057315139326,-0.5054057315139326,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,voi_center_lower,DICOM LINEAR center -15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,-0.15,1.0,,,,,,58.09088431195728,0.227807389458656,58.51649165633727,0.2294764378679893,1.0,23.432132720947266,0.09189071655273437,24.892994108798636,0.0976195847403868,0.9980735778808594,0.403370218898941,0.596629781101059,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,voi_center_higher,DICOM LINEAR center +15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.15,1.0,,,,,,17.158783317161582,0.06728934634181012,18.884271507689828,0.07405596669682285,0.9999713897705078,19.919279098510742,0.07811481999415977,22.026218656843753,0.08637732806605393,0.9999217987060547,1.1608794592439555,-0.16087945924395552,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,voi_width_narrow,DICOM LINEAR width x0.75,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,0.75,,,,,,28.997041570223296,0.1137138885106796,35.02314284175897,0.13734565820297634,0.9999713897705078,14.226256370544434,0.0557892406688017,17.208802744056605,0.06748550095708472,0.9829959869384766,0.4906106140549593,0.5093893859450407,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,voi_width_wide,DICOM LINEAR width x1.25,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,1.25,,,,,,18.321323948011873,0.0718483292078897,18.539509526329937,0.07270395892678407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,poisson_dose_50pct,Poisson-like noise at relative count budget 0.50,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.5,2048.0,,,3.0096762124449015,0.011802651813509417,3.857610445600664,0.015127884100394761,0.9999713897705078,7.475491523742676,0.029315653034285002,8.927852679069446,0.03501118697674292,0.9663791656494141,2.4838191872041886,-1.4838191872041886,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,poisson_dose_25pct,Poisson-like noise at relative count budget 0.25,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.25,1024.0,,,4.259514433331788,0.01670397816992858,5.4606445857506465,0.02141429249313979,0.9999713897705078,10.639050483703613,0.041721766602759267,12.648111887010465,0.04960043877259006,0.9771795272827148,2.4977143874546655,-1.4977143874546655,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,poisson_dose_12p5pct,Poisson-like noise at relative count budget 0.125,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.125,512.0,,,6.01819658651948,0.02360077092752737,7.713818942269931,0.030250270361842867,0.9999713897705078,19.38477897644043,0.07601874108408012,22.143787963042204,0.08683838416879296,0.9919452667236328,3.2210278773314855,-2.2210278773314855,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,gaussian_kernel_3,"Gaussian blur 3x3, sigma 0.5 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,3,0.5,0.23641662140376024,0.0009271240055049421,0.6448817270617366,0.0025289479492617123,0.9933815002441406,4.1923675537109375,0.016440657073376226,4.561297532573825,0.017887441304211077,0.9897279739379883,17.73296449639669,-16.73296449639669,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,gaussian_kernel_5,"Gaussian blur 5x5, sigma 1.0 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,5,1.0,0.6690415251311747,0.002623692255416371,1.9322157879253115,0.007577316815393378,0.9982109069824219,4.834606170654297,0.01895923988491881,5.604233449469458,0.021977386076350816,0.9752235412597656,7.226167568158654,-6.226167568158654,False
03a512bc-1162-404e-8c71-dc9e0dc7258f.png,03a512bc-1162-404e-8c71-dc9e0dc7258f.dcm,gaussian_kernel_9,"Gaussian blur 9x9, sigma 2.0 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,9,2.0,1.0778679865606164,0.004226933280629869,2.9427279820427827,0.011540109733501109,0.9992027282714844,5.758167266845703,0.022581048105277265,6.9631929008282905,0.02730663882677761,0.9741420745849609,5.342182288222063,-4.342182288222063,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,voi_center_lower,DICOM LINEAR center -15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,-0.15,1.0,,,,,,39.31433236408234,0.15417385240816603,39.56702509668399,0.15516480430072155,1.0,20.627802848815918,0.08089334450516046,23.47916903378718,0.09207517268151835,0.9731082916259766,0.524689130106188,0.475310869893812,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,voi_center_higher,DICOM LINEAR center +15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.15,1.0,,,,,,32.40402766132355,0.1270746182797002,33.62769341036397,0.1318733074916234,0.9833126068115234,18.587849617004395,0.07289352790982115,21.56005033869343,0.08454921701448403,0.9832963943481445,0.5736277542803815,0.4263722457196185,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,voi_width_narrow,DICOM LINEAR width x0.75,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,0.75,,,,,,17.592291691911235,0.06898937918396562,20.1993461971796,0.07921312234188078,0.9833126068115234,16.118226051330566,0.06320872961306105,18.57617862602226,0.07284775931773435,0.9681406021118164,0.9162095725562334,0.08379042744376664,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,voi_width_wide,DICOM LINEAR width x1.25,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,1.25,,,,,,11.187323526798679,0.043871856967837956,13.212564990568323,0.051813980355169896,1.0,0.0029087066650390625,1.1406692804074755e-05,0.053932426841734674,0.00021149971310484186,0.0029087066650390625,0.0002600002277641654,0.9997399997722358,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,poisson_dose_50pct,Poisson-like noise at relative count budget 0.50,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.5,2048.0,,,2.941997982095927,0.011537246988611478,3.9348928529665588,0.01543095236457474,0.9833126068115234,3.6183557510375977,0.014189630396225873,4.87263715164432,0.01910838098684047,0.8662099838256836,1.2298974278900838,-0.22989742789008383,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,poisson_dose_25pct,Poisson-like noise at relative count budget 0.25,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.25,1024.0,,,4.155492545105517,0.016296049196492222,5.555176316568738,0.021785005163014657,0.9833126068115234,4.654624938964844,0.018253431133195466,6.256380867518237,0.024534826931444067,0.8936262130737305,1.1201138946686893,-0.12011389466868927,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,poisson_dose_12p5pct,Poisson-like noise at relative count budget 0.125,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.125,512.0,,,5.877315612509847,0.023048296519646457,7.850532611279725,0.03078640239717539,0.9833126068115234,6.2568464279174805,0.024536652658499924,8.379054383433411,0.03285903679777808,0.9179048538208008,1.0645755376144517,-0.06457553761445167,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,gaussian_kernel_3,"Gaussian blur 3x3, sigma 0.5 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,3,0.5,0.4410588130155804,0.0017296424039826683,0.7075423751139328,0.002774675980838952,0.985478401184082,1.121603012084961,0.0043984431846469055,1.4591503942523796,0.005722158408832861,0.7307233810424805,2.5429783488882247,-1.5429783488882247,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,gaussian_kernel_5,"Gaussian blur 5x5, sigma 1.0 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,5,1.0,1.2288981587401135,0.004819208465647504,2.0104887539986227,0.007884269623524011,0.9740924835205078,2.0040483474731445,0.007859013127345665,2.791639659997682,0.01094760650979483,0.8008155822753906,1.6307684515759449,-0.6307684515759449,False
05ac0be8-b56e-4efb-aef7-513cd788e2c3.png,05ac0be8-b56e-4efb-aef7-513cd788e2c3.dcm,gaussian_kernel_9,"Gaussian blur 9x9, sigma 2.0 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,9,2.0,1.8706068074387585,0.007335712970348072,3.236084722838971,0.012690528324858709,0.9764013290405273,2.6720619201660156,0.010478674196729473,3.9486261030650445,0.0154848082473139,0.8348731994628906,1.428446592592386,-0.42844659259238593,False
061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,061d0ff4-a611-42ce-b780-1d1eb55e50ab.dcm,voi_center_lower,DICOM LINEAR center -15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,-0.15,1.0,,,,,,38.39190483093261,0.15055648953306905,38.39537879535435,0.15057011292295822,0.9999246597290039,19.21914768218994,0.0753692065968233,21.81287458038054,0.08554068462894329,0.9986610412597656,0.5006041707705252,0.4993958292294748,False
061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,061d0ff4-a611-42ce-b780-1d1eb55e50ab.dcm,voi_center_higher,DICOM LINEAR center +15% of full-input-range width,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.15,1.0,,,,,,33.660258483886714,0.13200101366230085,35.141055647745766,0.13780806136370888,0.9990062713623047,20.391459465026855,0.07996650770598766,21.738355588828696,0.0852484532895243,0.9988784790039062,0.6058022244478104,0.3941977755521896,False
061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,061d0ff4-a611-42ce-b780-1d1eb55e50ab.dcm,voi_width_narrow,DICOM LINEAR width x0.75,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,0.75,,,,,,11.34751931535012,0.04450007574647106,13.570588331655975,0.05321799345747441,0.9989309310913086,11.435468673706055,0.04484497519100414,13.626667305659549,0.05343791100258646,0.9845142364501953,1.0077505361226364,-0.007750536122636431,False
061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,061d0ff4-a611-42ce-b780-1d1eb55e50ab.dcm,voi_width_wide,DICOM LINEAR width x1.25,A,DICOM display-transform sensitivity,A,display_transform,dicom_linear_window,Synthetic DICOM display-transform sensitivity; not a recovered display preset.,0.0,1.25,,,,,,9.592453529094826,0.037617464819979705,12.262326423112157,0.04808755460043983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,061d0ff4-a611-42ce-b780-1d1eb55e50ab.dcm,poisson_dose_50pct,Poisson-like noise at relative count budget 0.50,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.5,2048.0,,,2.7660863581113517,0.010847397482789614,3.678306613173468,0.014424731816366542,0.99896240234375,2.7539243698120117,0.010799703411027498,3.689263778682507,0.014467701092872575,0.855586051940918,0.9956031783810092,0.004396821618990798,False
061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,061d0ff4-a611-42ce-b780-1d1eb55e50ab.dcm,poisson_dose_25pct,Poisson-like noise at relative count budget 0.25,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.25,1024.0,,,3.9129209499806166,0.015344788039139672,5.203385327534834,0.02040543265699935,0.9989767074584961,3.906890869140625,0.01532114066329657,5.212800980987363,0.020442356788185737,0.8970413208007812,0.998458931085735,0.0015410689142649758,False
061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,061d0ff4-a611-42ce-b780-1d1eb55e50ab.dcm,poisson_dose_12p5pct,Poisson-like noise at relative count budget 0.125,D,physically unsupported for these stored values,B,poisson_like_intensity_noise,poisson_like_noise,Physically unsupported as dose/quantum noise for these stored values; retained as generic signal-dependent intensity sensitivity.,,,4096.0,0.125,512.0,,,5.529382850974798,0.02168385431754823,7.3515831212695035,0.02882973773046864,0.9989700317382812,5.524606704711914,0.021665124332203585,7.35535335602195,0.02884452296479196,0.926661491394043,0.9991362243505996,0.0008637756494004334,False
061d0ff4-a611-42ce-b780-1d1eb55e50ab.png,061d0ff4-a611-42ce-b780-1d1eb55e50ab.dcm,gaussian_kernel_3,"Gaussian blur 3x3, sigma 0.5 px",C,physics-motivated proxy,C,spatial_resolution_blur,gaussian_blur,Generic blur/spatial-resolution proxy; not a detector or reconstruction model.,,,,,,3,0.5,0.28346239151279895,0.0011116172216188195,0.9090961847855188,0.00356508307759027,0.9876070022583008,1.628392219543457,0.00638585184134689,2.01289146833441,0.00789369203268396,0.8082809448242188,5.744649972269536,-4.744649972269536,False
