detector,image_id,target_index,category_id,image_height,image_width,ground_truth_x1,ground_truth_y1,ground_truth_x2,ground_truth_y2,operating_status,operating_prediction_score,operating_prediction_iou,cam_target_role,cam_candidate_score,cam_candidate_iou,cam_candidate_above_operating_threshold,candidate_x1,candidate_y1,candidate_x2,candidate_y2,target_layer,target_stride,feature_height,feature_width,valid_cam,total_energy,energy_in_box,pointing_hit,peak_x,peak_y,box_pixel_fraction,energy_lift_over_area
faster_rcnn,3f040848-3b3f-4cc9-b7e1-eb5bea7a3a7c.png,0,1,1024,1024,587.0,481.0,837.0,801.0,true_positive,0.7696000933647156,0.6981026411172008,emitted_true_positive,0.7696000933647156,0.6981026411172008,True,542.78857421875,429.2437438964844,834.0114135742188,814.7562866210938,backbone.body.layer3,16,40,40,True,35170.1468616323,0.03638991391810119,False,832,268,0.0762939453125,-0.03990403139439881
faster_rcnn,4672156e-25e5-4bf4-8891-9e0e4a742c49.png,0,1,1024,1024,619.0,315.0,874.0,655.0,false_negative,,,miss_proxy_candidate,0.0036856739316135645,0.6924972160912857,False,656.3849487304688,361.0260925292969,878.8150634765625,674.1739501953125,backbone.body.layer3,16,40,40,True,140012.38217855562,0.009889359923938735,False,986,115,0.08268356323242188,-0.07279420330848314
faster_rcnn,4672156e-25e5-4bf4-8891-9e0e4a742c49.png,1,1,1024,1024,324.0,313.0,516.0,646.0,true_positive,0.8081429600715637,0.7016061330896323,emitted_true_positive,0.8081429600715637,0.7016061330896323,True,287.1727600097656,299.8548278808594,499.62725830078125,666.545166015625,backbone.body.layer3,16,40,40,True,48937.16186256771,0.05559578073976194,False,601,64,0.06097412109375,-0.005378340353988063
faster_rcnn,4eb0ed96-3ad3-4608-8a3f-2012fe203df6.png,0,1,1024,1024,250.0,247.0,512.0,636.0,true_positive,0.9148249626159668,0.6888059695122415,emitted_true_positive,0.9148249626159668,0.6888059695122415,True,302.9772033691406,222.0009765625,497.0227966308594,625.9990234375,backbone.body.layer3,16,40,40,True,11134.81534561831,0.272850082321197,False,832,63,0.09719657897949219,0.17565350334170482
faster_rcnn,55d5fe58-1dd5-454e-8628-92ef7f2993dc.png,0,1,1024,1024,273.0,300.0,429.0,601.0,true_positive,0.9188450574874878,0.5590337979469715,emitted_true_positive,0.00821969285607338,0.6895637119723275,False,269.9580078125,304.744873046875,398.4419860839844,567.255126953125,backbone.body.layer3,16,40,40,True,185004.97056493795,0.002534060799782955,False,63,985,0.044780731201171875,-0.04224667040138892
faster_rcnn,55d5fe58-1dd5-454e-8628-92ef7f2993dc.png,1,1,1024,1024,693.0,385.0,828.0,517.0,false_negative,,,miss_proxy_candidate,0.0653061494231224,0.6601319437383878,False,664.4034423828125,373.0402526855469,813.99658203125,511.759765625,backbone.body.layer3,16,40,40,True,130399.78221634697,0.0030003798803072317,False,64,1011,0.016994476318359375,-0.013994096438052144
faster_rcnn,5ab24a6b-603a-4ace-90ed-6bc9569af1a5.png,0,1,1024,1024,483.0,194.0,729.0,434.0,true_positive,0.3724766671657562,0.5870858548292449,emitted_true_positive,0.3724766671657562,0.5870858548292449,True,523.3994140625,174.0229034423828,740.6005859375,381.1770935058594,backbone.body.layer3,16,40,40,True,54378.94985153651,0.10123984746321979,False,678,447,0.056304931640625,0.04493491582259479
faster_rcnn,5cfe7d99-d956-479c-85cf-7f8d65465f5b.png,0,1,1024,1024,609.0,482.0,715.0,578.0,false_negative,,,miss_proxy_candidate,0.0009344576974399388,0.7077530915642359,False,615.1514282226562,462.8423767089844,724.8485717773438,575.5576171875,backbone.body.layer3,16,40,40,True,48924.62341797918,0.00026688151485263785,False,165,677,0.00970458984375,-0.009437708328897362
faster_rcnn,60c027e6-b1fc-4064-9e9a-2301d520a19a.png,0,1,1024,1024,375.0,469.0,493.0,695.0,false_negative,,,miss_proxy_candidate,0.0028173404280096292,0.8674688023607164,False,376.0674743652344,453.08160400390625,494.33251953125,682.9183959960938,backbone.body.layer3,16,40,40,True,188162.12832178015,0.0007699109240695183,False,754,38,0.025432586669921875,-0.024662675745852358
faster_rcnn,62f42357-5ae3-4eed-a5b2-f189b545e579.png,0,1,1024,1024,709.0,384.0,921.0,560.0,false_negative,,,miss_proxy_candidate,0.0023006375413388014,0.6173734392296115,False,731.1715698242188,388.5879821777344,868.0284423828125,565.0120239257812,backbone.body.layer3,16,40,40,True,53631.917563889874,0.0019952821054314935,False,1011,115,0.03558349609375,-0.03358821398831851
faster_rcnn,62f42357-5ae3-4eed-a5b2-f189b545e579.png,1,1,1024,1024,293.0,384.0,522.0,658.0,true_positive,0.8501578569412231,0.5030444641891881,emitted_true_positive,0.34191206097602844,0.6835512333281166,True,305.0247802734375,443.6107482910156,509.7752380371094,665.1892700195312,backbone.body.layer3,16,40,40,True,48700.13150945111,0.0003971382610863131,False,934,1011,0.05983924865722656,-0.05944211039614025
faster_rcnn,660de8ab-b176-45d3-8a0b-faeab54c07f7.png,0,1,1024,1024,227.0,599.0,410.0,787.0,true_positive,0.6083322763442993,0.5990704068968037,emitted_true_positive,0.06954174488782883,0.6835004213820134,False,215.6545867919922,636.611083984375,391.54541015625,786.5889282226562,backbone.body.layer3,16,40,40,True,252041.99375444045,0.0032400159072662324,False,883,140,0.032810211181640625,-0.029570195274374392
faster_rcnn,6ed32587-0518-4b4b-95e6-a4b0651b1a6d.png,0,1,1024,1024,454.0,191.0,720.0,862.0,true_positive,0.879767894744873,0.7626089516973279,emitted_true_positive,0.879767894744873,0.7626089516973279,True,434.4994812011719,160.60447692871094,711.1005249023438,779.3955078125,backbone.body.layer3,16,40,40,True,19140.019251715108,0.0016818899028970128,False,678,63,0.17021751403808594,-0.16853562413518894
faster_rcnn,6ed32587-0518-4b4b-95e6-a4b0651b1a6d.png,1,1,1024,1024,153.0,207.0,379.0,854.0,true_positive,0.867260754108429,0.8128534831977966,emitted_true_positive,0.867260754108429,0.8128534831977966,True,140.97640991210938,177.7818145751953,365.423583984375,819.8181762695312,backbone.body.layer3,16,40,40,True,22307.062907432777,0.2299349042255057,False,422,140,0.1394481658935547,0.090486738331951
faster_rcnn,6f47bae9-705f-41c8-8a28-d5cf88927b0e.png,0,1,1024,1024,231.0,297.0,486.0,692.0,true_positive,0.9322068691253662,0.8236339494984741,emitted_true_positive,0.9322068691253662,0.8236339494984741,True,254.3206787109375,282.8396301269531,478.47930908203125,678.7603759765625,backbone.body.layer3,16,40,40,True,18020.518262940233,0.33497492780491206,False,601,0,0.09605884552001953,0.23891608228489253
faster_rcnn,711b8e6a-0406-4c61-8c13-3e90fd7ecba1.png,0,1,1024,1024,224.0,347.0,428.0,868.0,true_positive,0.7799091339111328,0.6042588154827307,emitted_true_positive,0.7167145609855652,0.6168009369090777,True,239.5425262451172,486.32257080078125,424.85748291015625,840.0774536132812,backbone.body.layer3,16,40,40,True,61632.45368913108,0.0024536824746777736,False,268,166,0.10136032104492188,-0.09890663857024411
faster_rcnn,711b8e6a-0406-4c61-8c13-3e90fd7ecba1.png,1,1,1024,1024,557.0,442.0,785.0,911.0,true_positive,0.8160401582717896,0.7055981713570604,emitted_true_positive,0.8160401582717896,0.7055981713570604,True,540.9952392578125,326.1094665527344,793.40478515625,897.8905639648438,backbone.body.layer3,16,40,40,True,11792.234147150202,0.07918447629198268,False,268,166,0.10197830200195312,-0.022793825709970447
faster_rcnn,72de14b5-3dd0-4971-8fa2-137e4f91bb90.png,0,1,1024,1024,607.0,689.0,818.0,853.0,false_negative,,,miss_proxy_candidate,0.001991652650758624,0.45976012896081625,False,571.0272827148438,641.3469848632812,834.57275390625,805.0530395507812,backbone.body.layer3,16,40,40,True,25914.575638712777,0.04437069298337247,False,370,780,0.033000946044921875,0.011369746938450595
faster_rcnn,73cb75e6-0cef-4f7a-9c8d-cc9cc4eb0fd7.png,0,1,1024,1024,213.0,360.0,432.0,692.0,false_negative,,,miss_proxy_candidate,0.001761469873599708,0.6844063915774304,False,216.9558563232422,403.10943603515625,418.244140625,752.8905639648438,backbone.body.layer3,16,40,40,True,63789.79084430263,0.07674828389052138,False,832,601,0.06933975219726562,0.007408531693255754
faster_rcnn,747b1c03-c554-41ea-9d57-7b54894985f3.png,0,1,1024,1024,703.0,338.0,894.0,787.0,true_positive,0.7440058588981628,0.5153979212215254,emitted_true_positive,0.7440058588981628,0.5153979212215254,True,645.4039306640625,181.0003662109375,911.3961181640625,769.3995971679688,backbone.body.layer3,16,40,40,True,8007.84320147654,0.2331358359463846,False,294,217,0.0817861557006836,0.151349680245701
faster_rcnn,747b1c03-c554-41ea-9d57-7b54894985f3.png,1,1,1024,1024,331.0,406.0,518.0,780.0,false_negative,,,miss_proxy_candidate,0.09301680326461792,0.7890597586460257,False,333.1737976074219,401.4178771972656,549.2262573242188,755.3821411132812,backbone.body.layer3,16,40,40,True,162303.37407700357,0.022889604384904432,False,986,89,0.06669807434082031,-0.04380846995591588
faster_rcnn,776b44fa-43e6-4f7b-87fb-7ae97763085f.png,0,1,1024,1024,313.0,445.0,459.0,724.0,true_positive,0.8366881012916565,0.5979252284441425,emitted_true_positive,0.8366881012916565,0.5979252284441425,True,318.0424499511719,401.4120788574219,501.95758056640625,751.387939453125,backbone.body.layer3,16,40,40,True,10170.460777072909,0.03439050617223608,False,1011,397,0.03884696960449219,-0.004456463432256107
faster_rcnn,81d9d146-e9bb-478b-aeed-c2431780030e.png,0,1,1024,1024,618.0,311.0,821.0,515.0,false_negative,,,miss_proxy_candidate,0.1880256086587906,0.7665385971612708,False,612.5433959960938,279.3848876953125,834.6566772460938,522.6151733398438,backbone.body.layer3,16,40,40,True,73086.5025061884,0.01470411450923781,False,832,64,0.039493560791015625,-0.024789446281777816
faster_rcnn,81d9d146-e9bb-478b-aeed-c2431780030e.png,1,1,1024,1024,327.0,169.0,497.0,563.0,false_negative,,,miss_proxy_candidate,0.027272667735815048,0.6646750171922081,False,321.177978515625,245.83984375,530.822021484375,555.7601928710938,backbone.body.layer3,16,40,40,True,162800.84796879927,0.039359538773575384,False,934,832,0.06387710571289062,-0.02451756693931524
faster_rcnn,83f0d9e7-520b-41ee-a7c0-f93713784281.png,0,1,1024,1024,554.0,109.0,889.0,655.0,true_positive,0.8168451189994812,0.8442463145380814,emitted_true_positive,0.8168451189994812,0.8442463145380814,True,565.941650390625,108.04692840576172,859.6583251953125,635.5531005859375,backbone.body.layer3,16,40,40,True,22432.173464272648,0.16723747259081162,False,345,140,0.1744365692138672,-0.0071990966230555675
faster_rcnn,83f0d9e7-520b-41ee-a7c0-f93713784281.png,1,1,1024,1024,152.0,79.0,449.0,677.0,true_positive,0.8494099378585815,0.8135020835915766,emitted_true_positive,0.8494099378585815,0.8135020835915766,True,183.17764282226562,99.1650161743164,458.42236328125,658.8349609375,backbone.body.layer3,16,40,40,True,27826.603687582377,0.31554709380238727,False,498,64,0.16937828063964844,0.14616881316273883
faster_rcnn,86936d5f-73fb-462e-bcbc-5815879cb3d6.png,0,1,1024,1024,522.0,263.0,647.0,421.0,false_negative,,,miss_proxy_candidate,0.0018785203574225307,0.8073035287307389,False,527.4852294921875,260.48095703125,665.3148193359375,417.9190368652344,backbone.body.layer3,16,40,40,True,70415.25337562055,0.0007363453531832634,False,294,141,0.018835067749023438,-0.018098722395840174
faster_rcnn,86936d5f-73fb-462e-bcbc-5815879cb3d6.png,1,1,1024,1024,117.0,166.0,359.0,562.0,true_positive,0.8786270022392273,0.7500950887357486,emitted_true_positive,0.8786270022392273,0.7500950887357486,True,134.98585510253906,203.07640075683594,339.4141540527344,571.7236328125,backbone.body.layer3,16,40,40,True,9629.443576219228,0.17455650475948645,True,294,166,0.09139251708984375,0.0831639876696427
faster_rcnn,8768a800-28e8-4ae4-83ba-2f4326b2d3ac.png,0,1,1024,1024,598.0,242.0,906.0,792.0,true_positive,0.8828830122947693,0.8833764113767558,emitted_true_positive,0.8828830122947693,0.8833764113767558,True,602.9734497070312,227.30992126464844,893.0265502929688,815.8900756835938,backbone.body.layer3,16,40,40,True,64192.27080229453,0.42058814424647095,False,192,678,0.16155242919921875,0.2590357150472522
faster_rcnn,8768a800-28e8-4ae4-83ba-2f4326b2d3ac.png,1,1,1024,1024,220.0,205.0,436.0,366.0,true_positive,0.5201802253723145,0.5843666161015315,emitted_true_positive,0.12874405086040497,0.6578740355351567,False,263.3394470214844,205.8821258544922,436.26055908203125,338.51788330078125,backbone.body.layer3,16,40,40,True,21836.020836385273,0.0014953193301960445,False,63,985,0.03316497802734375,-0.031669658697147704
faster_rcnn,87ddbd40-b218-4bfd-9a82-2ea252e08c1e.png,0,1,1024,1024,763.0,409.0,917.0,587.0,false_negative,,,miss_proxy_candidate,0.026130756363272667,0.7092932720436941,False,736.9351196289062,385.3663635253906,909.4649658203125,590.6336669921875,backbone.body.layer3,16,40,40,True,32634.716215306467,0.14620651570229873,False,806,294,0.026142120361328125,0.1200643953409706
faster_rcnn,90b2b94e-efa8-4ff7-98e1-86ea3e33b575.png,0,1,1024,1024,596.0,418.0,889.0,778.0,true_positive,0.3235403895378113,0.5519778801171215,emitted_true_positive,0.06998537480831146,0.6961854836304462,False,588.0912475585938,454.3733825683594,875.1088256835938,853.6266479492188,backbone.body.layer3,16,40,40,True,91585.50644768162,0.23386013038390147,True,755,652,0.10059356689453125,0.13326656348937022
faster_rcnn,980bedbf-2f34-4596-a7cb-ec66fd1ec4de.png,0,1,1024,1024,560.0,114.0,794.0,480.0,true_positive,0.9058233499526978,0.7401568852889595,emitted_true_positive,0.9058233499526978,0.7401568852889595,True,604.6022338867188,116.70272064208984,784.9977416992188,468.0972595214844,backbone.body.layer3,16,40,40,True,26656.789154201317,0.5051879855457841,True,703,294,0.08167648315429688,0.42351150239148727
faster_rcnn,a6a94200-33a0-410a-9e4b-bb080cfed624.png,0,1,1024,1024,134.0,314.0,398.0,852.0,true_positive,0.8598991632461548,0.8144253793979627,emitted_true_positive,0.8598991632461548,0.8144253793979627,True,148.4889678955078,279.50213623046875,419.51104736328125,858.8978881835938,backbone.body.layer3,16,40,40,True,49497.42377180143,0.24636394694906408,True,217,729,0.1354522705078125,0.11091167644125158
faster_rcnn,a6a94200-33a0-410a-9e4b-bb080cfed624.png,1,1,1024,1024,553.0,362.0,721.0,684.0,true_positive,0.8453049659729004,0.6911604967145408,emitted_true_positive,0.8453049659729004,0.6911604967145408,True,523.0153198242188,362.6389465332031,717.78466796875,750.1610717773438,backbone.body.layer3,16,40,40,True,35601.64817486922,0.0,False,191,64,0.0515899658203125,-0.0515899658203125
faster_rcnn,a9c3b3d8-0e8a-4b5f-b05d-d66f5f8fe2ad.png,0,1,1024,1024,539.0,381.0,862.0,634.0,true_positive,0.7849791049957275,0.7495517755102626,emitted_true_positive,0.7849791049957275,0.7495517755102626,True,569.8123168945312,395.17633056640625,830.1876831054688,630.4237060546875,backbone.body.layer3,16,40,40,True,70131.53989059574,0.06094606651499916,True,653,499,0.07793331146240234,-0.016987244947403182
faster_rcnn,a9c3b3d8-0e8a-4b5f-b05d-d66f5f8fe2ad.png,1,1,1024,1024,93.0,475.0,424.0,666.0,true_positive,0.26913344860076904,0.6754277208429483,emitted_true_positive,0.26913344860076904,0.6754277208429483,True,133.57208251953125,439.83966064453125,407.6279296875,654.5603637695312,backbone.body.layer3,16,40,40,True,87260.95309421196,0.07433599542245964,False,166,396,0.06029224395751953,0.014043751464940107
